Word,Pronunciation
สไปริลลัม,sapajrinlam
ฮกไกโด,hokkajdoː
การจมปลัก,kaːnt͡ɕamoplak
ไฟลัม,fajlam
ประกาศนียบัตร,prakaːtniːjabaton
มีนาคม,miːnaːkʰom
งด,ŋot
ความยาว,kʰwaːmjaːw
เบตง,beːtoŋ
หมองู,hamɔːŋuː
เกลือหิน,keːlɯːɔːhin
ฬ,laʔ
อนุชา,ɔːnut͡ɕʰaː
วาฬ,waːn
ปีบ,piːb
พิณ,pʰin
ฝันเปียก,fanpiːa̯k
เมธ,meːt
การฉีดยา,kaːnt͡ɕʰiːdajaː
ความโลภ,kʰwaːmloːp
ทอ,tʰɔː
สนาม,sanaːm
มณโฑ,montʰoː
บัวหลวง,buːa̯hlawoŋ
พิษ,pʰit
ละลาย,lalaːj
ความเวทนา,kʰwaːmweːtʰanaː
จังหวะ,t͡ɕaŋhawaʔ
พุทธ,pʰutʰot
กระทัดรัด,kratʰatrat
อัปมงคล,ʔapmaŋakʰon
รบ,rob
ลามะ,laːmaʔ
ปรบมือ,ponbamɯːɔː
กบ,kob
ยัด,jat
กำไร,kamraj
กาเฟอีน,kaːfeːʔiːn
ประกายไฟ,prakaːjfaj
ความสวย,kʰwaːmsawoj
พวงกุญแจ,pʰowŋakujt͡ɕɛː
เขา,kʰeːaː
ทักษิณ,tʰaksin
ปลาดิบ,plaːdib
ยัย,jaj
เอามา,ʔeːaːmaː
เทคนีเชียม,tʰeːkniːt͡ɕʰiːa̯m
กอก,kɔːk
ขม,kʰom
ทนาย,tʰanaːj
ชะเอม,t͡ɕʰaʔeːm
แมลง,mɛːloŋ
อัลดิบาแรน,ʔandibaːrɛːn
ดิถี,ditʰiː
ไอเดีย,ʔajdiːa̯
ปฐมกรรม,potmakonrom
แบน,bɛːn
ภราดา,pʰraːdaː
เดดซี,deːtsiː
บัวหิมะ,buːa̯himaʔ
เยอรมนี,jɤːnmaniː
อาโอโมริ,ʔaːʔoːmoːriʔ
กาง,kaːŋ
ซานา,saːnaː
มนุษย,manusoj
ดม,dom
พิสุทธินิยม,pʰisuttʰinijom
ถม,tʰom
ประคอง,prakʰɔːŋ
วัง,waŋ
ขานขันหมาก,kʰaːnkʰanohmaːk
คณ,kʰon
ขึง,kʰɯŋ
การทวง,kaːntʰawoŋ
ชีพ,t͡ɕʰiːp
หงุดหงิด,haŋuthaŋit
ปริศนา,pritnaː
พระวรสาร,pʰrawrasaːn
ฟอน,fɔːn
วิลาด,wilaːt
ฉลาม,t͡ɕʰalaːm
การรับมือ,kaːnrabamɯːɔː
รังเกียจ,raŋkiːa̯t
กุญแจ,kujt͡ɕɛː
ฆาตกรรม,kʰaːtkrarom
หัวเสีย,huːa̯siːa̯
บัญชี,bajt͡ɕʰiː
การอนุมัติ,kaːrɔːnumatiʔ
มวล,mawon
ดุสิต,dusit
แคนวาส,kʰɛːnwaːt
ดอกผล,dɔːkpʰon
ปืนลม,pɯːnlom
มหานคร,mahaːnkʰon
เสียเวลา,siːa̯weːlaː
คมน,kʰamon
สะโพก,sapʰoːk
จำนวนตรรกยะ,t͡ɕamnownatonrakajaʔ
รีไซเคิล,riːsajkʰɤn
ศก,sok
ถลาง,tʰalaːŋ
สมรภูมิ,somrapʰuːmiʔ
ทารุณ,tʰaːrun
พรแสวง,pʰonsɛːwoŋ
วัตถุ,wattʰuʔ
ความสวยงาม,kʰwaːmsawojŋaːm
ตองงา,tɔːŋŋaː
อนิจจา,ɔːnitt͡ɕaː
นางนวล,naːŋnawon
ลงเอย,loŋʔeːj
ยิน,jin
เตหะราน,teːharaːn
เยอรมนี,jɤːnmaniː
กระดอ,kradɔː
คุณ,kʰun
จขกท,t͡ɕokkot
คำผสม,kʰampʰasom
ยัญ,jaj
แกรด,kɛːrot
อาชญากร,ʔaːtjaːkon
สนทนา,sontʰanaː
พยาธิ,pʰajaːtʰiʔ
กาลกิณี,kaːnkiniː
ความดักดาน,kʰwaːmdakadaːn
ฉุนเฉียว,t͡ɕʰunt͡ɕʰiːa̯w
วิวัฒนาการ,wiwatnaːkaːn
ตลอด,talɔːt
วิกาล,wikaːn
อำมาตยาธิปไตย,ɔːammaːtjaːtʰiptaj
คงจะ,kʰoŋt͡ɕaʔ
ผวน,pʰawon
แกละ,kɛːlaʔ
กำลัง,kamlaŋ
ไหล,hajlaʔ
สถาน,satʰaːn
พาล,pʰaːn
อัลกอริทึม,ʔankɔːritʰɯm
ประเทศ,pratʰeːt
ความวาว,kʰwaːmwaːw
กำมะหยี,kammahjiː
ลิสบอน,litbɔːn
ดูแล,duːlɛː
คนพุทธ,kʰonpʰutʰot
บริบาล,baribaːn
อิทธิ,ʔittʰiʔ
หมดตูด,homdatuːt
กมล,kamon
มวยโบราณ,mowjaboːraːn
ญัตติ,jattiʔ
โฮมเพจ,hoːmpʰeːt
ความใจหมา,kʰwaːmt͡ɕajhamaː
หุบเหว,hubheːw
ทะลุ,tʰaluʔ
ผีอำ,pʰiːɔːam
นที,natʰiː
แดกดัน,dɛːkdan
ญาณ,jaːn
เวร,weːn
ไทเทเนียม,tʰajtʰeːniːa̯m
สุภาพ,supʰaːp
บก,bok
การถอดเสียง,kaːntʰɔːdasiːa̯ŋ
แลนทานัม,lɛːntʰaːnam
งานศพ,ŋaːnsop
ฉมบ,t͡ɕʰamob
บรอกโคลี,barɔːkkʰoːliː
โบกรถ,boːkrot
ฬา,laː
โมโห,moːhoː
ดึง,dɯŋ
ผักโขม,pʰakkʰoːm
เอียน,ʔiːa̯n
ธนบดี,tʰonbadiː
มห,moh
ปด,pot
ซานตา,saːntaː
วัณโรค,wanroːk
กลัด,klat
จังหัน,t͡ɕaŋhan
พุทรา,pʰutraː
ดูก,duːk
เบิก,bɤk
เงินทอง,ŋɤntʰɔːŋ
อาวุธเคมี,ʔaːwutkʰeːmiː
แยบยล,jɛːbjon
ฏ,taʔ
ทรวง,tʰonwoŋ
อาศเลษา,ʔaːtleːsaː
นิลกาฬ,ninkaːn
สนับ,sanab
จีนแส,t͡ɕiːnsɛː
เร,reː
กิโล,kiloː
กล,kon
ขนมปัง,kʰonmapaŋ
สมณ,samon
มะ,maʔ
ขุนดาบ,kʰundaːb
ทุกวัน,tʰukwan
เบริลเลียม,beːrinliːa̯m
วาต,waːt
ครับผม,kʰrabpʰom
พูดปด,pʰuːtpot
ยานพาหนะ,jaːnpʰaːhanaʔ
พหุภพ,pʰahupʰop
เหลียว,heːliːjow
เคส,kʰeːt
ฟันตัด,fantat
หี,hiː
กราม,kraːm
วาง,waːŋ
เบลเยียม,beːnjiːa̯m
ปิตาธิปไตย,pitaːtʰiptaj
ธนู,tʰanuː
จอ,t͡ɕɔː
กระดอง,kradɔːŋ
วิมล,wimon
สุภาษิต,supʰaːsit
บุรพผลคุนี,bunpʰapʰonkʰuniː
การทำมาหากิน,kaːntʰammaːhaːkin
อุปยุวราช,ʔupjuwaraːt
เจรจา,t͡ɕeːnt͡ɕaː
เขียน,kʰiːa̯n
อานธรประเทศ,ʔaːntʰropratʰeːt
โปง,poːŋ
ชะตา,t͡ɕʰataː
ศาลรัฐธรรมนูญ,saːnratʰotraromnuːj
เขา,kʰeːaː
แสะ,sɛʔ
เปิดตัว,pɤttuːa̯
เวรัมภ,weːramop
พฤหัสบดี,pʰrʉhatbadiː
ประโยคความเดียว,prajoːkkʰwaːmdiːa̯w
คนดำ,kʰondam
ซอง,sɔːŋ
คตินิยม,kʰatinijom
ตะบองเพชร,tabɔːŋpʰeːt͡ɕʰon
พระนครศรีอยุธยา,pʰrankʰrotriːɔːjutjaː
วิทยุ,witjuʔ
เคเบิล,kʰeːbɤn
กังไส,kaŋsaj
อำพัน,ɔːampʰan
เบนซิน,beːnsin
การถอด,kaːntʰɔːt
คีรี,kʰiːriː
วิฬาร,wilaːn
ขอทาน,kʰɔːtʰaːn
กรุงเทพมหานคร,kruŋtʰeːpʰomhaːnakʰon
อาชญากรรม,ʔaːtjaːkonrom
ไขกระดูก,kʰajkraduːk
กระสา,krasaː
การครอบครอง,kaːnkʰrɔːbkʰrɔːŋ
คนโท,kʰontʰoː
ซาย,saːj
สงครามตัวแทน,soŋkʰraːmtuːa̯tʰɛːn
การชิง,kaːnt͡ɕʰiŋ
ธารกำนัล,tʰaːnkamnan
เหลียวแล,heːliːjwalɛː
สำนักงาน,samnakŋaːn
ทุกทุก,tʰuktʰuk
เสย,seːj
วิญญาณ,wijjaːn
เสียอาการ,siːa̯ʔaːkaːn
ไวรัส,wajrat
ระบอบนาซี,rabɔːbnaːsiː
เกรียม,keːriːjom
จาก,t͡ɕaːk
แอลจีเรีย,ʔɛːnt͡ɕiːriːa̯
สิตะ,sitaʔ
บากู,baːkuː
หมอความ,hamɔːkwaːm
มติมหาชน,matimhaːt͡ɕʰon
กุมมะ,kummaʔ
สวะสังคม,sawasaŋkʰom
รามา,raːmaː
การลงขัน,kaːnlaŋakʰan
แฟนคลับ,fɛːnkʰlab
ราชรัฐ,raːtrat
ระทด,ratʰot
พิเศษ,pʰiseːt
อุทิศ,ʔutʰit
มือเติบ,mɯːɔːtɤb
มะรืน,marɯːn
สักกะ,sakkaʔ
ศุลก,sulok
กาญจนา,kaːjt͡ɕanaː
คายกคณะ,kʰaːjkakʰanaʔ
เซลเซียส,seːnsiːa̯t
ไร,raj
ดูชานเบ,duːt͡ɕʰaːnbeː
เจล,t͡ɕeːn
เคียฟ,kʰiːa̯f
หมวกเกราะ,homwakakeːraːaʔ
ดัก,dak
ตก,tok
ลัทธิทหาร,lattʰitʰahaːn
แสก,sɛːk
สบถ,sabot
ที,tʰiː
แคบหมู,kʰɛːbhamuː
คันดิน,kʰandin
วีร,wiːn
วิสาขบูชา,wisaːkbuːt͡ɕʰaː
ชาญ,t͡ɕʰaːj
นพ,nop
ดอน,dɔːn
สังกรประโยค,saŋkroprajoːk
มัตสยา,matsajaː
ใจหิน,t͡ɕajhin
ตราบาป,traːbaːp
จุลชีพ,t͡ɕunt͡ɕʰiːp
กุณฑี,kuntʰiː
พราย,pʰraːj
ประดักประเดิด,pradakpradɤt
เอก,ʔeːk
ยานอนหลับ,jaːnɔːnhalab
กระทิง,kratʰiŋ
ปาด,paːt
สมาทาน,samaːtʰaːn
การดม,kaːndom
ภูตบดี,pʰuːtbadiː
ภาค,pʰaːk
นครลำปาง,nokralampaːŋ
บรรณ,bonron
ผลึก,pʰlɯk
กองพัน,kɔːŋpʰan
อีก,ʔiːk
ปราณ,praːn
หลอดไฟ,halɔːtfaj
ธรณีวิทยา,tʰonniːwitjaː
เทิน,tʰɤn
นานาชาติ,naːnaːt͡ɕʰaːtiʔ
สุนทร,suntʰon
ทึบแสง,tʰɯbsɛːŋ
ไอโฟน,ʔajfoːn
ตาปี,taːpiː
การอาเจียน,kaːnʔaːt͡ɕiːa̯n
อม,ɔːm
ชลบุรี,t͡ɕʰonburiː
ตรังกานู,traŋkaːnuː
ดับเบิลยู,dabbɤlajuː
พีซี,pʰiːsiː
อุษา,ʔusaː
หายนะ,haːjnaʔ
ผอม,pʰɔːm
ตรีศูล,triːsuːn
ตรัง,traŋ
คม,kʰom
ภัตตาหาร,pʰattaːhaːn
พระกิตติคุณ,pʰrakittikʰun
คาถา,kʰaːtʰaː
วาร,waːn
ชน,t͡ɕʰon
เกาหลี,keːaːhliː
นิคม,nikʰom
เยียวยา,jiːa̯wjaː
ตลาดนัด,talaːtnat
แขก,kʰɛːk
ชล,t͡ɕʰon
เฮก,heːk
ถัก,tʰak
ชาดก,t͡ɕʰaːdok
ทำบุญ,tʰambuj
ฝัง,faŋ
ตังเม,taŋmeː
เสือก,sɯːa̯k
งานแปล,ŋaːnpɛːn
นนทบุรี,nontʰaburiː
พริกหยวก,pʰrikhajawok
ผลงาน,pʰonŋaːn
มีดพับสวิส,miːtpʰabotwit
โยนี,joːniː
จำนวนอตรรกยะ,t͡ɕamnownɔːtonrakajaʔ
อาเพศ,ʔaːpʰeːt
คำแหง,kʰamhɛːŋ
ชุบ,t͡ɕʰub
อัมพร,ʔampʰon
เจียว,t͡ɕiːa̯w
ยึกยัก,jɯkjak
ไอโอ,ʔajʔoː
อัลกุรอาน,ʔankuraʔaːn
ลูกดก,luːkdok
หลอดเลือดฝอย,halɔːtlɯːa̯dafɔːj
พวกเขา,pʰowkakʰeːaː
ภาวะทรัสตี,pʰaːwatrasatiː
มิโซรัม,misoːram
ทรัพยสิทธิ,tʰrapjasittʰiʔ
ความเสียหาย,kʰwaːmsiːa̯haːj
วิธีการ,witʰiːkaːn
อัปโหลด,ʔaphoːlot
เปล,peːn
ลบ,lob
ไนจีเรีย,najt͡ɕiːriːa̯
โชคดี,t͡ɕʰoːkdiː
สุพรรณ,supraron
มะรุม,marum
ลอกคราบ,lɔːkkʰraːb
ดิกชันนารี,dikt͡ɕʰananaːriː
แพะรับบาป,pʰɛrabbaːp
วอก,wɔːk
กำแหง,kamhɛːŋ
ปัญจาบ,pajt͡ɕaːb
เหนือ,heːnɯːɔː
นิติ,nitiʔ
พรหมจารี,pʰonhamat͡ɕaːriː
ความริษยา,kʰwaːmrisajaː
อัคนี,ʔakniː
พีเรียด,pʰiːriːa̯t
กาฬ,kaːn
ตราสาร,traːsaːn
โสมวาร,soːmwaːn
อายุความ,ʔaːjukwaːm
เอริเทรีย,ʔeːritʰeːriːj
สิกขิม,sikkʰim
ทมิฬ,tʰamin
อหิ,ɔːhiʔ
ยายเทียด,jaːjtʰiːa̯t
ชักดาบ,t͡ɕʰakdaːb
อภัยโทษ,ɔːpʰajtʰoːt
ศาสนายูดาย,saːtnaːjuːdaːj
ตวง,tawoŋ
ฟอสซิล,fɔːtsin
หมายเรียก,hamaːjriːa̯k
อินเดียม,ʔindiːa̯m
ดิกชันนารี,dikt͡ɕʰananaːriː
ช,t͡ɕʰaʔ
หลวก,honwok
ฟืน,fɯːn
ดังโงะ,daŋŋoʔ
ซีพียู,siːpʰiːjuː
นาง,naːŋ
ไบเบิล,bajbɤn
วัวลืมตีน,wuːa̯lɯːmtiːn
ฝีดาษ,fiːdaːt
ราชครู,raːtkʰruː
คอนกรีตเสริมแรง,kʰɔːnkriːtseːrimrɛːŋ
สะบาโต,sabaːtoː
แรงเสียดทาน,rɛːŋsiːa̯datʰaːn
การปลดแอก,kaːnplotʔɛːk
รากฝอย,raːkfɔːj
มันเทศ,mantʰeːt
ทำเล,tʰamleː
ถัด,tʰat
พา,pʰaː
จันทัน,t͡ɕantʰan
ปลาดาว,plaːdaːw
งอแง,ŋɔːŋɛː
สลอด,salɔːt
พฤศจิกา,pʰrʉsat͡ɕikaː
ชีววิทยา,t͡ɕʰiːwwitʰajaː
กำ,kam
เขียวหวาน,kʰiːa̯whawaːn
กระพริบ,kraprib
ภิตติ,pʰittiʔ
ฮังการี,haŋkaːriː
สูญ,suːj
พิจิตร,pʰit͡ɕiton
ดามัสกัส,daːmatkat
จตุรคูณ,t͡ɕatunkʰuːn
สักหลาด,sakhalaːt
กะ,kaʔ
จานบิน,t͡ɕaːnbin
กังหันลม,kaŋhanalom
หลายใจ,halaːjt͡ɕaj
มวลมหาประชาชน,mowlamahaːprat͡ɕʰaːt͡ɕʰon
วิหาร,wihaːn
ซาแมเรียม,saːmɛːriːa̯m
สหพันธรัฐรัสเซีย,sohpʰanotratʰratsiːa̯
กรีซ,kriːt
อรรถาภิธาน,ɔːnratʰaːpʰitʰaːn
กันและกัน,kanlɛkan
ความผิดพลาด,kʰwaːmpʰidoplaːt
ขับ,kʰab
แขกขาว,kʰɛːkkʰaːw
ซันเด,sandeː
นามบัตร,naːmbaton
โสณ,soːn
งวด,ŋawot
สมณสารูป,somnasaːruːp
ขาด,kʰaːt
สำเรทธิศก,samreːttʰisok
การจับ,kaːnt͡ɕab
ดาวทะเล,daːwtʰaleː
นิล,nin
ตรินิแดดและโตเบโก,trinidɛːtlɛtoːbeːkoː
ฝีดาษลิง,fiːdaːtliŋ
ดาวเรือง,daːwrɯːa̯ŋ
รอยโรค,rɔːjroːk
กระบุง,krabuŋ
ยืนยัน,jɯːnjan
เบงกอลตะวันตก,beːŋkɔːlatawantok
สำนึกผิด,samnɯkpʰit
นักศึกษา,naksɯkasaː
อัตวินิบาต,ʔatwinibaːt
สันนิบาตชาติ,sannibaːtt͡ɕʰaːtiʔ
พริทอเรีย,pʰritʰɔːriːa̯
ภาคยานุวัติ,pʰaːkjaːnuwatiʔ
การเปิด,kaːnpɤt
ราชธานี,raːttʰaːniː
นางอาย,naːŋʔaːj
พอลินีเชีย,pʰɔːliniːt͡ɕʰiːa̯
โจรสลัด,t͡ɕoːnsalat
เรือบรรทุกอากาศยาน,rɯːa̯braratʰukʔaːkaːtjaːn
มอสโก,mɔːtkoː
ศุลกากร,sunkaːkon
ปีน,piːn
ผักสลัด,pʰaksalat
นอ,nɔː
เขต,kʰeːt
จง,t͡ɕoŋ
ประนาม,pranaːm
ฉศก,t͡ɕʰasok
เหยียบ,heːjiːjob
นครนายก,nokranaːjok
การอำนวย,kaːrɔːamnawoj
ซด,sot
ยักยอก,jakjɔːk
ซาลาเปา,saːlaːpeːaː
จิตบำบัด,t͡ɕitbambat
คชา,kʰat͡ɕʰaː
สาขา,saːkʰaː
ความสบาย,kʰwaːmsabaːj
ครูด,kʰruːt
เวทนา,weːtnaː
ปรานี,praːniː
ลิควิด,likwit
ฮ,haʔ
การออกเสียง,kaːnʔɔːkasiːa̯ŋ
สถาปัตยกรรม,satʰaːpatjakonrom
จานฝนหมึก,t͡ɕaːnfanohmɯk
วินาศ,winaːt
ระมัดระวัง,ramatrawaŋ
ซามัว,saːmuːa̯
ปรโลก,ponloːk
ซอส,sɔːt
ห,haʔ
ดง,doŋ
โซน,soːn
สัตยาบัน,satjaːban
หมูแดดเดียว,hamuːdɛːtdiːa̯w
สรีรวิทยา,sariːnwitʰajaː
หางเสือ,haːŋsɯːa̯
คิริ,kʰiriʔ
นาย,naːj
เงามืด,ŋeːaːmɯːt
ลำพัง,lampʰaŋ
ดาก,daːk
จอม,t͡ɕɔːm
กริยาวิเศษณานุประโยค,krijaːwiseːtnaːnuprajoːk
ทำผิด,tʰampʰit
นกหวีด,nokhawiːt
สามี,saːmiː
อาสา,ʔaːsaː
กุญแจซอล,kujt͡ɕɛːsɔːn
จิระ,t͡ɕiraʔ
เสียดาย,siːa̯daːj
ทนาน,tʰanaːn
ชาวนา,t͡ɕʰaːwnaː
ถวายพระพร,tʰawaːjpʰrapʰon
แรงดัน,rɛːŋdan
ประทีป,pratʰiːp
การเพิกถอน,kaːnpʰɤkatʰɔːn
นาวิก,naːwik
เวรมณี,weːnmaniː
สามสิบแปด,saːmsibapɛːt
ชายคา,t͡ɕʰaːjkʰaː
กระถาง,kratʰaːŋ
วัสดุ,watduʔ
ถอก,tʰɔːk
มอริเชียส,mɔːrit͡ɕʰiːa̯t
กระเพาะปัสสาวะ,krapʰɔpatsaːwaʔ
พัง,pʰaŋ
บุรุษ,burut
นักชีววิทยา,nakt͡ɕʰiːwawitjaː
นโยบาย,najoːbaːj
นิสัย,nisaj
แนว,nɛːw
แตร,tɛːn
ฉัตร,t͡ɕʰaton
ซาตาน,saːtaːn
เงอะงะ,ŋeːʔaŋaʔ
ครุ,kʰruʔ
ธนบัตร,tʰonbaton
เหลือง,heːlɯːɔːŋ
เหลือเฟือ,heːlɯːɔːfɯːa̯
ผีดิบ,pʰiːdib
เปลือย,peːlɯːɔːj
ในหลวง,najhonwoŋ
ตับอักเสบ,tabʔakaseːb
ความอัปมงคล,kʰwaːmʔapomŋakʰon
ปืนไฟ,pɯːnfaj
ริน,rin
นักษัตรวิทยา,naksatonwitʰajaː
ฃ,kʰaʔ
แก,kɛː
เคียว,kʰiːa̯w
นิรนาม,ninnaːm
ตุล,tun
แซด,sɛːt
แขวะ,kʰɛːwaʔ
มุข,muk
ชวา,t͡ɕʰawaː
ถุงมีชัย,tʰuŋmiːt͡ɕʰaj
วาฬเพชฌฆาต,waːnpʰeːt͡ɕʰotkʰaːt
การฉิบหาย,kaːnt͡ɕʰibahaːj
ประเพณี,prapʰeːniː
แอลจีเรีย,ʔɛːnt͡ɕiːriːa̯
ราชาคณะ,raːt͡ɕʰaːknaʔ
กำหนด,kamhanot
วรรณ,wonron
เทนนิส,tʰeːnnit
ประเมิน,pramɤn
รางวัล,raːŋwan
ผล,pʰon
พลาง,pʰlaːŋ
ทึกทัก,tʰɯktʰak
ไฮโดรเจน,hajdoːnt͡ɕeːn
สมัยกลาง,samajklaːŋ
โปง,poːŋ
เทเบิลเทนนิส,tʰeːbɤntʰeːnanit
สวัสติกะ,sawattikaʔ
โสภิต,soːpʰit
ขอโทษ,kʰɔːtʰoːt
เมือ,mɯːa̯
เพศศึกษา,pʰeːtsɯkasaː
กรรไกร,konrakajraʔ
ภาษาปะกิด,pʰaːsaːpakit
ความสนุก,kʰwaːmsanuk
รายการ,raːjkaːn
กังหัน,kaŋhan
อสุภ,ɔːsup
นักเตะ,nakteʔ
คูปอง,kʰuːpɔːŋ
พรม,pʰrom
อะเมริเซียม,ʔameːrisiːa̯m
ฮัสเซียม,hatsiːa̯m
การผลิต,kaːnpʰlit
การสัมมนา,kaːnsamomnaː
คาวบอย,kʰaːwbɔːj
บลัดดีแมรี,balatdiːmɛːriː
ดินแดนในภาวะทรัสตี,dindɛːnanajpʰaːwatrasatiː
เพลา,pʰeːlaː
รุกราน,rukraːn
ยูเครน,juːkʰeːron
ปลอกคอ,plɔːkkʰɔː
ความเคารพ,kʰwaːmkʰeːaːrop
วิก,wik
ญาดา,jaːdaː
เจ,t͡ɕeː
กระษัตรี,krasatriː
นามธรรม,naːmtʰrarom
นพ,nop
เหลือม,heːlɯːɔːm
ตองอู,tɔːŋʔuː
มะขวิด,makwit
มูลฐาน,muːntʰaːn
ซีตา,siːtaː
ยสตน,jotton
บัญชาการ,bajt͡ɕʰaːkaːn
กุฏฐัง,kuttʰaŋ
กรอ,krɔː
เซเนกัล,seːneːkan
ปี,piː
ความพิบัติ,kʰwaːmpʰibatiʔ
แคน,kʰɛːn
แกมเบีย,kɛːmbiːa̯
ออสโล,ʔɔːtloː
นอกสมรส,nɔːksamarot
จัดสรร,t͡ɕatsaron
จินตนิยม,t͡ɕintanijom
ฉัตร,t͡ɕʰaton
เงินตรา,ŋɤntraː
ปราม,praːm
ศตภาค,sotpʰaːk
ทำศพ,tʰamsop
สุพรรณบุรี,supraronburiː
กลับตาลปัตร,klabtaːlapaton
ตาปี,taːpiː
ปทานุกรม,patʰaːnukrom
ยูทูป,juːtʰuːp
ฉับพลัน,t͡ɕʰabpʰlan
นักธรณีวิทยา,naktʰraniːwitjaː
เปียงยาง,piːa̯ŋjaːŋ
ลอนดอน,lɔːndɔːn
กะพรุน,kaprun
หลอดอาหาร,halɔːtʔaːhaːn
กาด,kaːt
หมอก,hamɔːk
กฤษฎา,krʉsadaː
ธน,tʰon
คาบ,kʰaːb
กุมปันหญี,kumpanohjiː
กาย,kaːj
ซาฮาลิน,saːhaːlin
มนุษยชาติ,manutjat͡ɕʰaːtiʔ
ยาแรง,jaːrɛːŋ
มะนาว,manaːw
พลี,pʰliː
การจองกฐิน,kaːnt͡ɕɔːŋoktʰin
สตรี,sotriː
มหาธาตุ,mahaːtʰaːtuʔ
ปฏิบัติการ,patibatikaːn
ปู,puː
กระจกตา,kratkataː
ละคร,lakʰon
กิเลส,kileːt
สะพัง,sapʰaŋ
นิโคเซีย,nikʰoːsiːa̯
ฟ,faʔ
สูญเสีย,suːjsiːa̯
ขอ,kʰɔː
รับของโจร,rabkʰɔːŋat͡ɕoːn
เผือก,pʰɯːa̯k
ปริ,priʔ
ฉันรักคุณ,t͡ɕʰanrakakʰun
ตีความ,tiːkwaːm
นายทวาร,naːjtʰawaːn
เมธา,meːtʰaː
การรุกราน,kaːnrukraːn
ขาก,kʰaːk
เหว,heːw
พอง,pʰɔːŋ
มาร,maːn
อนามัย,ɔːnaːmaj
การเจอ,kaːnt͡ɕɤː
รีไซเคิล,riːsajkʰɤn
นาสิก,naːsik
กาฬ,kaːn
ดอ,dɔː
ศาสนิกชน,saːtnikat͡ɕʰon
ธรรม,tʰonrom
กระหวัด,krahwat
ระนอง,ranɔːŋ
บทบาท,botbaːt
พงศาวดาน,pʰoŋsaːwadaːn
รวมมิตร,rowmamiton
รัด,rat
กระดาษทราย,kradaːttʰraːj
การประสูติ,kaːnprasuːtiʔ
รักชาติ,rakt͡ɕʰaːtiʔ
กำลังใจ,kamlaŋt͡ɕaj
การพักรบ,kaːnpʰakrob
ถาด,tʰaːt
กระจก,krat͡ɕok
ยาม,jaːm
โมฆ,moːk
เพราะ,pʰeːraːaʔ
อลวน,ɔːnwon
มฤคศิระ,marʉkʰasiraʔ
ขวาง,kʰwaːŋ
ทัพหลวง,tʰaphalawoŋ
จริยา,t͡ɕarijaː
พิพาท,pʰipʰaːt
บาท,baːt
ถาก,tʰaːk
การอภิบาล,kaːrɔːpʰibaːn
กระทรวงศึกษาธิการ,kratrawoŋsɯkasaːtʰikaːn
เกาเหลา,keːaːheːlaː
จิตวิทยา,t͡ɕitwitʰajaː
เนปทูเนียม,neːptʰuːniːa̯m
ทางลัด,tʰaːŋlat
อัยการ,ʔajkaːn
ตระกูลของภาษา,trakuːnkʰɔːŋapʰaːsaː
เบลเยียม,beːnjiːa̯m
พริกไทยดำ,pʰriktʰajdam
หฤทัย,harʉtʰaj
ขลิบ,kʰlib
ถด,tʰot
ศฤงคาร,sarʉŋakʰaːn
ลม,lom
ธ,tʰaʔ
วิดีโอ,widiːʔoː
คำพูด,kʰampʰuːt
ศ,saʔ
นักตกปลา,naktakoplaː
เชฟ,t͡ɕʰeːf
กัสสปะ,katsapaʔ
สุริยะ,surijaʔ
คีวชู,kʰiːwt͡ɕʰuː
ขนมดอกบัว,kʰonmadɔːkbuːa̯
หนาว,hanaːw
การลงมือ,kaːnlaŋamɯːɔː
ตะโกน,takoːn
โดนัท,doːnat
สหบาทา,sohbaːtʰaː
ภาพ,pʰaːp
วิญญาณ,wijjaːn
ตุรกี,tunkiː
บันนังสตา,bannaŋottaː
ทำนาย,tʰamnaːj
เปา,peːaː
เอียง,ʔiːa̯ŋ
รม,rom
บาท,baːt
กำนัน,kamnan
ข,kʰaʔ
ลน,lon
คลิก,kʰlik
ตาวัน,taːwan
กระจกนาฬิกา,kratkanaːlikaː
ศีลธรรม,siːntʰrarom
ระวิง,rawiŋ
ทิฟฟานี,tʰiffaːniː
ตรรกะ,tonrakaʔ
ฉิบหาย,t͡ɕʰibhaːj
บริษัท,barisat
กันดาร,kandaːn
แปลน,pɛːlon
ทารก,tʰaːrok
ทองแดง,tʰɔːŋdɛːŋ
นางเอก,naːŋʔeːk
นักเลง,nakleːŋ
เอสเปรันโต,ʔeːtpeːrantoː
แสนปม,sɛːnpom
แพละโลม,pʰɛːlaloːm
สำนึก,samnɯk
การกักตัว,kaːnkakatuːa̯
โยน,joːn
การฉลอง,kaːnt͡ɕʰalɔːŋ
เทริด,tʰeːrit
บรรพ,bonrop
มาตาธิปไตย,maːtaːtʰiptaj
แซ,sɛː
ภูมิภาค,pʰuːmipʰaːk
รงควัตถุ,roŋkʰwattʰuʔ
ขนมหวาน,kʰonmahawaːn
มัธยประเทศ,matjopratʰeːt
ปกปิด,pokpit
หมีคน,hamiːkʰon
ไปรษณียบัตร,pajrotniːjabaton
สุมน,sumon
สตูล,satuːn
อโห,ɔːhoː
ไพศาล,pʰajsaːn
แถม,tʰɛːm
ทัก,tʰak
โทรจิต,tʰoːnt͡ɕit
หลืบ,halɯːb
อูรดู,ʔuːnduː
กาย,kaːj
การจูบ,kaːnt͡ɕuːb
สากกะเบือยันเรือรบ,saːkkabɯːa̯janrɯːa̯rob
ศพ,sop
